id,id_pays,annee,valeur,id_unite,id_type_statistique
1018,115,2018,44,2,3
1019,118,2018,10,2,3
1020,119,2018,92,2,3
1021,120,2018,79,2,3
1022,121,2018,88,2,3
1023,122,2018,85,2,3
1024,123,2018,18,2,3
1025,128,2018,73,2,3
1026,130,2018,95,2,3
1027,132,2018,95,2,3
1028,134,2018,65,2,3
1029,140,2018,19,2,3
1030,141,2018,87,2,3
1031,142,2018,56,2,3
1032,145,2018,5,2,3
1033,146,2018,95,2,3
1034,150,2018,46,2,3
1035,151,2018,95,2,3
1036,153,2018,80,2,3
1037,158,2018,93,2,3
1038,159,2018,95,2,3
1039,162,2018,93,2,3
1040,164,2018,95,2,3
1041,165,2018,35,2,3
1042,167,2018,81,2,3
1043,168,2018,13,2,3
1044,169,2018,95,2,3
1045,170,2018,94,2,3
